ActiveScreener Id,Time of Screening,Title,Authors,Question,Question.N,List of Reviewers,Answers
13976238,05/17/2024 18:40:26,Exploring the Feasibility of Selectively Breeding Farmed Atlantic Surfclams Spisula solidissima for Greater Heat Tolerance,"Acquafredda, Michael P., Guo, Ximing, Munroe, Daphne M. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic surf clam (Spisula solidissima)"""
13976237,05/23/2024 11:48:36,Exploring the calcium isotope signature of Arctica islandica as an environmental proxy using laboratory- and field-cultured specimens,"Hippler, Dorothee, Witbaard, Rob, van Aken, Hendrik M.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Ocean quahog (Arctica islandica)"""
13976236,05/29/2024 15:32:35,Experiments on seed production of two exotic freshwater finfish species - silver perch Bidyanus bidyanus and hybrid striped bass Morone saxatilis x M. chrysops - in Taiwan,"Liu, Fu-Guang, Liao, I. Chiu ",Which species are in the paper,3,"Gamble, Robert","""None"""
13976235,05/21/2024 13:15:42,"EXPERIMENTAL CULTURE OF THE OCEAN QUAHOG, Arctica islandica","Lutz, Richard A., Goodsell, Joy G., Mann, Roger  et al.",Which species are in the paper,3,"Gamble, Robert","""Ocean quahog (Arctica islandica)"""
13976234,05/29/2024 11:46:04,An experiment on incubation of eggs and rearing of fry of Salmonidae in brackish water,"Pavlov, D. A. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976233,05/29/2024 12:58:36,EXERCISE METABOLISM IN 2 SPECIES OF COD IN ARCTIC WATERS,"Bushnell, P. G., Jones, D. R., Steffensen, J. F.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"""
13976232,05/17/2024 21:50:07,Excretion of ammonia and urea by phylogenetically diverse fish species in low salinities,"Altinok, I., Grizzle, J. M. ",Which species are in the paper,3,"Gamble, Robert","""Striped bass (Morone saxatilis)"""
13976231,05/17/2024 17:34:34,Exceptional marine survival of pink salmon that entered the marine environment in 2003 suggests that farmed Atlantic salmon and Pacific salmon can coexist successfully in a marine ecosystem on the Pacific coast of Canada,"Beamish, Richard J., Jones, Simon, Neville, Chrys-Ellen  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976230,05/23/2024 12:29:28,The evolutionary consequences for seawater performance and its hormonal control when anadromous Atlantic salmon become landlocked,"McCormick, S. D., Regish, A. M., Ardren, W. R.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976229,05/29/2024 15:33:58,Evidence that translational control mechanisms operate to optimize antifreeze protein production in the winter flounder,"Pickett, M. H., White, B. N., Davies, P. L. ",Which species are in the paper,3,"Caracappa, Joseph","""Winter flounder (Pseudopleuronectes americanus)"""
13976228,05/30/2024 11:54:17,Evidence for the role of growth hormone as a part of a 'lightpituitary axis' in growth and smoltification of Atlantic salmon (Salmo salar),"Komourdjian, M. P., Saunders, R. L., Fenwick, J. C. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976227,05/29/2024 15:28:23,"Evidence for enhanced salinity tolerance of a suspected fungal pathogen of Atlantic menhaden, Brevoortia tyrannus Latrobe","Shafer, T. H., Padgett, D. E., Celio, D. A. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic menhaden (Brevoortia tyrannus)"""
13976226,05/24/2024 11:57:42,Evidence for cumulative temperature as an initiating and terminating factor in downstream migratory behavior of Atlantic salmon (Salmo salar) smolts,"Zydlewski, Gayle Barbin, Haro, Alex, McCormick, Stephen D. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976225,05/17/2024 18:33:45,"Evaluation of salt-incorporated diets on growth, body composition and plasma electrolytes of black sea bass 
<i>Centropristis striata</i> reared in a semi-pilot scale low salinity recirculating aquaculture system","Alam, M. S., Watanabe, W. O., Carroll, P. M. ",Which species are in the paper,3,"Caracappa, Joseph","""Black sea bass (Centropristis striata)"""
13976224,05/29/2024 13:56:33,Evaluating Viscosity of Surimi Paste at Different Moisture Contents,"Yoon, Won B., Gunasekaran, Sundaram, Park, Jae W. ",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976223,05/30/2024 12:01:34,Evaluating otolith Sr/Ca as a tool for reconstructing estuarine habitat use,"Phillis, C. C., Ostrach, D. J., Ingram, B. L.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Striped bass (Morone saxatilis)"""
13976222,05/17/2024 22:12:07,ESTUARINE SALINITY STRESS ON SPOTTED SEATROUT,"Wohlschlag, D. E. ",Which species are in the paper,3,"Gamble, Robert","""Spotted seatrout (Cynoscion nebulosus)"""
13976221,05/29/2024 12:56:47,"Establishing a cell line from Atlantic cod as a novel tool for 
<i>in vitro</i> studies","Jensen, I., Steiro, K., Sommer, A. I.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"""
13976220,05/30/2024 11:59:28,An established cell line from the Atlantic salmon (Salmo salar),"Nicholson, B. L., Byrne, C. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976219,05/21/2024 10:56:19,"Escape mortality of trawl caught Baltic cod ( 
<i>Gadus morhua</i>) -: the effect of water temperature, fish size and codend catch","Suuronen, P., Lehtonen, E., Jounela, P. ",Which species are in the paper,3,"Gamble, Robert","""Atlantic cod (Gadus morhua)"""
13976218,05/20/2024 14:51:47,Erythrocyte heat shock protein responses to chronic (in vivo) and acute (in vitro) temperature challenge in diploid and triploid salmonids,"Saranyan, Pillai V., Ross, Neil W., Benfey, Tillmann J. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976217,05/21/2024 11:27:41,"Erbrütung der Eier von Dorsch(Gadus morhua), Flunder(Pleuronectes flesus) und Scholle(Pleuronectes platessa) unter kombinierten Temperatur- und Salzgehaltsbedingungen","von Westernhagen, H. ",Which species are in the paper,3,"Gamble, Robert","""Atlantic cod (Gadus morhua)"""
13976216,05/17/2024 15:38:02,"Enzymes from the gut bacteria of Atlantic cod, Gadus morhua and their influence on intestinal enzyme activity","Lazado, Carlo C., Caipang, Christopher Marlowe A., Kiron, Viswanath ",Which species are in the paper,3,"Gamble, Robert","""Atlantic cod (Gadus morhua)"""
13976215,05/29/2024 15:29:42,The environmental tolerances and metabolic physiology of sablefish (Anoplopoma fimbria),"Leeuwis, Robine H. J., Nash, Gordon W., Sandrelli, Rebeccah M.  et al.",Which species are in the paper,3,"Gamble, Robert","""Atlantic salmon (Salmo salar)"""
13976214,05/28/2024 17:31:47,Environmental information stored in otoliths: Insights from stable isotopes,"Radtke, R. L., Showers, W., Moksness, E.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"""
13976213,05/17/2024 20:32:20,"Environmental factors influencing the growth and survival of juvenile sea scallops, Placopecten magellanicus (Gmelin, 1791)","Frenette, Bruno ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic sea scallop (Placopecten magellanicus)"""
13976212,05/29/2024 17:12:09,Environmental extremes drive population structure at the northern range limit of Atlantic salmon in North America,"Sylvester, Emma V. A., Beiko, Robert G., Bentzen, Paul  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976211,05/28/2024 17:34:54,Environmental determinants of larval herring (Clupea harengus) abundance and distribution in the western Baltic Sea,"Dodson, J. J., Daigle, G., Hammer, C.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic herring (Clupea harengus)"""
13976210,05/29/2024 17:41:43,Environmental controls on the boron and strontium isotopic composition of aragonite shell material of cultured Arctica islandica,"Liu, Y. W., Aciego, S. M., Wanamaker, A. D. ",Which species are in the paper,3,"Caracappa, Joseph","""Ocean quahog (Arctica islandica)"""
13976209,05/30/2024 11:41:30,"Environmental and Ecological Conditions Surrounding the Production of Large Year Classes of Walleye (Sander vitreus) in Saginaw Bay, Lake Huron","Fielder, David G., Schaeffer, Jeffery S., Thomas, Michael V. ",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976208,05/29/2024 11:49:51,Enthalpy-entropy compensation of oxamate binding by homologous lactate dehydrogenases,"Hochachka, P. W., Norberg, C., Baldwin, J.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976207,05/21/2024 11:33:02,Enhancing thermal tolerance by eliminating the pejus range: a comparative study with three decapod crustaceans,"Jost, J. A., Podolski, S. M., Frederich, M. ",Which species are in the paper,3,"Gamble, Robert","""American lobster (Homarus americanus)"""
13976206,05/17/2024 22:02:25,Endocrine disruption of parr-smolt transformation and seawater tolerance of Atlantic salmon by 4-nonylphenol and 17?-estradiol,"McCormick, Stephen D., O’Dea, Michael F., Moeckel, Amy M.  et al.",Which species are in the paper,3,"Gamble, Robert","""Atlantic salmon (Salmo salar)"""
13976205,05/29/2024 17:12:43,Endocrine and physiological changes in Atlantic salmon smolts following hatchery release,"McCormick, Stephen D., O'Dea, Michael F., Moeckel, Amy M.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976204,05/17/2024 15:50:44,The emerging role of climate in post-smolt growth of Atlantic salmon,"Friedland, Kevin D., Chaput, Gerald, MacLean, Julian C. ",Which species are in the paper,3,"Gamble, Robert","""Atlantic salmon (Salmo salar)"""
13976203,05/28/2024 16:25:58,"Emergence of Baltic salmon, Salmo salar L., in relation to temperature: a laboratory study","Brännäs, E. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic salmon (Salmo salar)"""
13976202,05/29/2024 12:13:46,"Embryonic Development of the Squid,Illex illecebrosus, and Effect of Temperature on Development Rates","O'Dor, R. K., Balch, N., Foy, E. A.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Illex shortfin squid (Illex illecebrosus)"""
13976201,05/20/2024 17:03:50,Embryology and Influence of Temperature and Salinity on Early Development and Survival of Yellowtail Flounder Limanda ferruginea,"Laurence, G. C., Howell, W. H. ",Which species are in the paper,3,"Caracappa, Joseph","""Yellowtail flounder (Myzopetta ferruginea)"""
13976200,05/30/2024 11:41:51,"Elevated temperature inhibits 
<i>Mycobacterium shottsii</i> infection and 
<i>Mycobacterium pseudoshottsii</i> disease in striped bass 
<i>Morone saxatilis</i>","Gauthier, D. T., Haines, A. N., Vogelbein, W. K. ",Which species are in the paper,3,"Caracappa, Joseph","""Striped bass (Morone saxatilis)"""
13976199,05/29/2024 17:14:36,"Eighteen Novel Bioactive Peptides from Monkfish (Lophius litulon) Swim Bladders: Production, Identification, Antioxidant Activity, and Stability","Sheng, Yan, Wang, Wan-Yi, Wu, Ming-Feng  et al.",Which species are in the paper,3,"Caracappa, Joseph","""None"""
13976198,05/29/2024 12:26:43,EGGS AND LARVAE OF SCOMBER-SCOMBRUS AND SCOMBER-JAPONICUS IN CONTINENTAL-SHELF WATERS BETWEEN MASSACHUSETTS AND FLORIDA,"Berrien, P. L. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic mackerel (Scomber scombrus)"""
13976197,05/29/2024 12:59:56,"Efforts to understand stock structure of summer flounder (Paralichthys dentatus) in North Carolina, USA","Burke, J. S., Yokoyama, S. ",Which species are in the paper,3,"Caracappa, Joseph","""Summer flounder (Paralichthys dentatus)"""
13976196,05/20/2024 14:49:29,"Effects of warming rate, acclimation temperature and ontogeny on the critical thermal maximum of temperate marine fish larvae","Moyano, M., Candebat, C., Ruhbaum, Y.  et al.",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic herring (Clupea harengus)"""
13976195,05/17/2024 15:47:40,"Effects of warming and fishing on Atlantic sea scallop ( 
<i>Placopecten magellanicus</i>) size structure in the Mid-Atlantic rotationally closed areas","Zang, Z., Ji, R., Hart, D. R.  et al.",Which species are in the paper,3,"Gamble, Robert","""Atlantic sea scallop (Placopecten magellanicus)"""
13976194,05/24/2024 13:00:46,"Effects of varying rearing temperatures on expression of different trypsin isozymes, feed conversion efficiency and growth in Atlantic salmon (Salmo salar L.)","Rungruangsak-Torrissen, K., Pringle, G. M., Moss, R.  et al.",Which species are in the paper,3,"Gamble, Robert","""Atlantic salmon (Salmo salar)"""
13976193,05/21/2024 13:15:26,The effects of two water temperature regimes on Atlantic salmon (Salmo salar) growth performance and maturation in freshwater recirculating aquaculture systems,"Crouse, Curtis, Davidson, John, Good, Christopher ",Which species are in the paper,3,"Gamble, Robert","""Atlantic salmon (Salmo salar)"""
13976192,05/17/2024 20:31:52,"Effects of thermal stress on metabolism of Long Island Sound lobsters, Homarus americanus.","Powers, Jason John ",Which species are in the paper,3,"Caracappa, Joseph","""American lobster (Homarus americanus)"""
13976191,05/23/2024 11:46:43,Effects of thermal pollution on pelagic larvae of crustacea,"Sastry, A. N. ",Which species are in the paper,3,"Caracappa, Joseph","""American lobster (Homarus americanus)"""
13976190,05/28/2024 17:21:28,Effects of thermal effluent upon marine fishes near the Crystal River steam electric station,"Grimes, C. B., Mountain, J. A. ",Which species are in the paper,3,"Caracappa, Joseph","""Spot (Leiostomus xanthurus)"""
13976189,05/24/2024 12:52:39,"The effects of temperature, season, and nitric oxide on clearance rates in isolated gills of the heterodont clams 
<i>Mercenaria mercenaria</i> and 
<i>Arctica islandica</i>","Gainey, L. F. ",Which species are in the paper,3,"Gamble, Robert","""Ocean quahog (Arctica islandica)"""
13976188,05/17/2024 20:33:32,"Effects of Temperature, Salinity and Oxygen on the Survival of the American Lobster","McLeese, D. W. ",Which species are in the paper,3,"Caracappa, Joseph","""American lobster (Homarus americanus)"""
13976187,05/17/2024 21:48:12,"Effects of Temperature, Photoperiod, and Ration Size on Growth of Hybrid Striped Bass X White Bass","Woiwode, John G., Adelman, Ira R. ",Which species are in the paper,3,"Gamble, Robert","""None"""
13976186,05/20/2024 17:00:19,Effects of temperature on yolk sac larvae of Atlantic halibut (Hippoglossus hippoglossus L.),"Lein, Ingrid, Holmefjord, Ivar, Rye, Morten ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic halibut (Hippoglossus hippoglossus)"""
13976185,05/28/2024 16:27:26,"Effects of temperature on specific dynamic action in Atlantic cod 
<i>Gadus morhua</i>","Tirsgaard, B., Svendsen, J. C., Steffensen, J. F. ",Which species are in the paper,3,"Caracappa, Joseph","""Atlantic cod (Gadus morhua)"""
13976184,05/28/2024 17:20:46,"The effects of temperature on oil-induced respiratory impairment in red drum ( 
<i>Sciaenops ocellatus</i>)","Ackerly, K. L., Esbaugh, A. J. ",Which species are in the paper,3,"Caracappa, Joseph","""Red drum (Sciaenops ocellatus)"""
13976183,05/20/2024 14:49:32,Effects of temperature on growth and efficiency of yolk utilisation in eggs and pre-feeding larval stages of Atlantic salmon,"Ojanguren, A. F., Reyes-Gavilán, F. G., Muñoz, R. R. ",Which species are in the paper,3,"Gamble, Robert","""Atlantic salmon (Salmo salar)"""
13976182,05/17/2024 21:51:39,Effects of Temperature on Electrolyte Balance and Osmoregulation in the Alewife (Alosa pseudoharengus) in Fresh and Sea Water,"Stanley, Jon G., Colby, Peter J. ",Which species are in the paper,3,"Gamble, Robert","""Alewife (Alosa pseudoharengus)"""
13976181,05/24/2024 12:57:09,Effects of temperature on development and mortality of Atlantic mackerel fish eggs,"Mendiola, D., Alvarez, Paula, Cotano, Unai  et al.",Which species are in the paper,3,"Gamble, Robert","""Atlantic mackerel (Scomber scombrus)"""
